year,month,resNm,ForNum,NatNum
2015,04,선릉·정릉,900,41824
2015,05,창덕궁,41644,187128
2015,05,경복궁,185212,485936
2015,05,창경궁,5453,107728
2015,05,종묘,8860,52123
2015,05,국립중앙박물관,10250,260240
2015,05,덕수궁,20133,130874
2015,05,태릉 ·  강릉 · 조선왕릉전시관,73,23038
2015,05,서대문형무소역사관,4392,75348
2015,05,서대문자연사박물관,0,29008
2015,05,트릭아이미술관,26983,8071
2015,05,헌릉ㆍ인릉,28,7557
2015,05,선릉·정릉,1073,43557
2015,06,창덕궁,20021,39425
2015,06,경복궁,31822,155024
2015,06,창경궁,1890,19369
2015,06,종묘,2832,6964
2015,06,국립중앙박물관,6992,86464
2015,06,덕수궁,7547,55601
2015,06,태릉 ·  강릉 · 조선왕릉전시관,16,6645
2015,06,서대문형무소역사관,689,20393
2015,06,서대문자연사박물관,0,6857
2015,06,트릭아이미술관,9009,3603
2015,06,헌릉ㆍ인릉,15,3344
2015,06,선릉·정릉,559,25700
2015,07,창덕궁,24274,109725
2015,07,경복궁,78117,140930
2015,07,창경궁,4676,64166
2015,07,종묘,2927,15124
2015,07,국립중앙박물관,9652,261826
2015,07,덕수궁,8478,94828
2015,07,태릉 ·  강릉 · 조선왕릉전시관,0,5871
2015,07,서대문형무소역사관,4500,17171
2015,07,서대문자연사박물관,0,28674
2015,07,트릭아이미술관,4522,9384
2015,07,헌릉ㆍ인릉,43,2991
2015,07,선릉·정릉,864,37864
2015,08,창덕궁,25283,102114
2015,08,경복궁,126031,265302
2015,08,창경궁,3054,90527
2015,08,종묘,3594,17971
2015,08,국립중앙박물관,10560,449973
2015,08,덕수궁,12221,112969
2015,08,태릉 ·  강릉 · 조선왕릉전시관,20,6180
2015,08,서대문형무소역사관,8160,119769
2015,08,서대문자연사박물관,0,48488
2015,08,트릭아이미술관,12957,19516
2015,08,헌릉ㆍ인릉,5,3439
2015,08,선릉·정릉,754,24135
2015,09,창덕궁,36438,100310
2015,09,경복궁,145280,387816
2015,09,창경궁,3503,54612
2015,09,종묘,4506,16808
2015,09,국립중앙박물관,13169,221311
2015,09,덕수궁,18105,109837
2015,09,태릉 ·  강릉 · 조선왕릉전시관,15,11899
2015,09,서대문형무소역사관,6249,34080
2015,09,서대문자연사박물관,0,21641
2015,09,트릭아이미술관,16712,4346
2015,09,헌릉ㆍ인릉,22,4606
2015,09,선릉·정릉,853,35500
2015,10,창덕궁,49946,189933
2015,10,경복궁,203207,403641
2015,10,창경궁,3936,113075
2015,10,종묘,5519,21238
2015,10,국립중앙박물관,17862,242371
2015,10,덕수궁,21610,144902
2015,10,태릉 ·  강릉 · 조선왕릉전시관,78,19231
2015,10,서대문형무소역사관,6269,71906
2015,10,서대문자연사박물관,0,27564
2015,10,트릭아이미술관,21961,7623
2015,10,헌릉ㆍ인릉,17,5111
2015,10,선릉·정릉,1022,36678
2015,11,창덕궁,44845,126038
2015,11,경복궁,188000,219760
2015,11,창경궁,3106,61218
2015,11,종묘,4763,24921
2015,11,국립중앙박물관,14001,222495
2015,11,덕수궁,19798,117633
2015,11,태릉 ·  강릉 · 조선왕릉전시관,15,7229
2015,11,서대문형무소역사관,5537,35371
2015,11,서대문자연사박물관,0,27430
2015,11,트릭아이미술관,21274,5535
2015,11,헌릉ㆍ인릉,10,2927
2015,11,선릉·정릉,714,23381
2015,12,창덕궁,33342,59738
2015,12,경복궁,170379,148961
2015,12,창경궁,1783,27172
2015,12,종묘,3406,14936
2015,12,국립중앙박물관,13127,281457
2015,12,덕수궁,15197,68749
2015,12,태릉 ·  강릉 · 조선왕릉전시관,16,2221
2015,12,서대문형무소역사관,5588,44232
2015,12,서대문자연사박물관,0,22587
2015,12,트릭아이미술관,29520,8822
2015,12,헌릉ㆍ인릉,3,1647
2015,12,선릉·정릉,492,14454
2016,01,창덕궁,24620,49472
2016,01,경복궁,193821,144022
2016,01,창경궁,1696,22043
2016,01,종묘,2902,12436
2016,01,국립중앙박물관,14074,363327
2016,01,덕수궁,12205,54352
2016,01,서대문자연사박물관,0,34358
2016,01,트릭아이미술관,25604,11382
2016,01,헌릉ㆍ인릉,3,1296
2016,02,창덕궁,27301,62740
2016,02,경복궁,206161,161100
2016,02,창경궁,1626,31323
2016,02,종묘,3829,13656
2016,02,국립중앙박물관,16051,255070
2016,02,덕수궁,15928,53244
2016,02,서대문자연사박물관,0,20210
2016,02,트릭아이미술관,28575,9864
2016,02,헌릉ㆍ인릉,6,1518
2016,03,창덕궁,43066,77620
2016,03,경복궁,222231,167966
2016,03,창경궁,3310,104094
2016,03,종묘,5566,13348
2016,03,국립중앙박물관,18708,162000
2016,03,덕수궁,16132,69020
2016,03,서대문자연사박물관,0,19372
2016,03,트릭아이미술관,25458,4061
2016,03,헌릉ㆍ인릉,18,2894
2016,04,창덕궁,52324,186302
2016,04,경복궁,321801,340944
2016,04,창경궁,7017,97302
2016,04,종묘,5823,23723
2016,04,국립중앙박물관,17811,200794
2016,04,덕수궁,28939,118061
2016,04,서대문자연사박물관,0,28567
2016,04,트릭아이미술관,28036,3816
2016,04,헌릉ㆍ인릉,1,4372
2016,05,창덕궁,52772,181421
2016,05,경복궁,303498,378455
2016,05,창경궁,5519,153328
2016,05,종묘,10762,73644
2016,05,국립중앙박물관,12648,293244
2016,05,덕수궁,24465,161461
2016,05,서대문자연사박물관,0,25663
2016,05,트릭아이미술관,25577,7170
2016,05,헌릉ㆍ인릉,13,5335
2016,06,창덕궁,44328,95232
2016,06,경복궁,276101,263435
2016,06,창경궁,3364,45270
2016,06,종묘,5564,15950
2016,06,국립중앙박물관,15492,233800
2016,06,덕수궁,26998,122701
2016,06,서대문자연사박물관,0,26647
2016,06,트릭아이미술관,20431,6379
2016,06,헌릉ㆍ인릉,13,4525
2016,07,창덕궁,41816,56511
2016,07,경복궁,352717,220865
2016,07,창경궁,3931,54844
2016,07,종묘,6164,12620
2016,07,국립중앙박물관,20934,283826
2016,07,덕수궁,27566,106114
2016,07,서대문자연사박물관,0,32745
2016,07,트릭아이미술관,28670,12218
2016,07,헌릉ㆍ인릉,3,2324
2016,08,창덕궁,40729,59729
2016,08,경복궁,283115,225335
2016,08,창경궁,3270,57004
2016,08,종묘,6094,12237
2016,08,국립중앙박물관,20138,426347
2016,08,덕수궁,24396,105984
2016,08,서대문자연사박물관,0,47091
2016,08,트릭아이미술관,21480,22213
2016,08,헌릉ㆍ인릉,21,1493
2016,09,창덕궁,43682,140097
2016,09,경복궁,211357,360920
2016,09,창경궁,5496,78110
2016,09,종묘,8185,23920
2016,09,국립중앙박물관,12218,242191
2016,09,덕수궁,25843,172717
2016,09,서대문자연사박물관,0,22388
2016,09,트릭아이미술관,13677,5504
2016,09,헌릉ㆍ인릉,17,3815
